Title,Author,Average rating,Number of Ratings,Year,Book description,Book image,Genre
In Praise of Shadows (Paperback),Jun'ichirō Tanizaki,4.09,14810,1933,"An essay on aesthetics by the Japanese novelist, this book explores architecture, jade, food, and even toilets, combining an acute sense of the use of space in buildings. The book also includes descriptions of laquerware under candlelight, and women in the darkness of the house of pleasure.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409951563l/34473.jpg,"['Nonfiction', 'Cultural', 'Japan', 'Architecture', 'Art', 'Philosophy', 'Asian Literature', 'Japanese Literature', 'Writing', 'Essays', 'Design', 'Cultural', 'Asia', 'Classics']"
Daily Rituals: How Artists Work (Hardcover),Mason Currey,3.64,17163,2013,"Franz Kafka, frustrated with his living quarters and day job, wrote in a letter to Felice Bauer in 1912, “time is short, my strength is limited, the office is a horror, the apartment is noisy, and if a pleasant, straightforward life is not possible then one must try to wriggle through by subtle maneuvers.”   Kafka is one of 161 inspired—and inspiring—minds, among them, novFranz Kafka, frustrated with his living quarters and day job, wrote in a letter to Felice Bauer in 1912, “time is short, my strength is limited, the office is a horror, the apartment is noisy, and if a pleasant, straightforward life is not possible then one must try to wriggle through by subtle maneuvers.”   Kafka is one of 161 inspired—and inspiring—minds, among them, novelists, poets, playwrights, painters, philosophers, scientists, and mathematicians, who describe how they subtly maneuver the many (self-inflicted) obstacles and (self-imposed) daily rituals to get done the work they love to do, whether by waking early or staying up late; whether by self-medicating with doughnuts or bathing, drinking vast quantities of coffee, or taking long daily walks. Thomas Wolfe wrote standing up in the kitchen, the top of the refrigerator as his desk, dreamily fondling his “male configurations”. . . Jean-Paul Sartre chewed on Corydrane tablets (a mix of amphetamine and aspirin), ingesting ten times the recommended dose each day . . . Descartes liked to linger in bed, his mind wandering in sleep through woods, gardens, and enchanted palaces where he experienced “every pleasure imaginable.” Here are: Anthony Trollope, who demanded of himself that each morning he write three thousand words (250 words every fifteen minutes for three hours) before going off to his job at the postal service, which he kept for thirty-three years during the writing of more than two dozen books . . . Karl Marx . . . Woody Allen . . . Agatha Christie . . . George Balanchine, who did most of his work while ironing . . . Leo Tolstoy . . . Charles Dickens . . . Pablo Picasso . . . George Gershwin, who, said his brother Ira, worked for twelve hours a day from late morning to midnight, composing at the piano in pajamas, bathrobe, and slippers . . . Here also are the daily rituals of Charles Darwin, Andy Warhol, John Updike, Twyla Tharp, Benjamin Franklin, William Faulkner, Jane Austen, Anne Rice, and Igor Stravinsky (he was never able to compose unless he was sure no one could hear him and, when blocked, stood on his head to “clear the brain”). Brilliantly compiled and edited, and filled with detail and anecdote, is irresistible, addictive, magically inspiring.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344618847l/15799151.jpg,"['Nonfiction', 'Language', 'Writing', 'Art', 'Biography', 'Self Help', 'Productivity', 'Self Help', 'Personal Development', 'Psychology', 'History', 'Business']"
Girl in Hyacinth Blue (Paperback),Susan Vreeland,3.74,38113,1999,"A professor invites a colleague from the art department to his home to view a painting he has kept secret for decades in Susan Vreeland's powerful historical novel, . The professor swears it's a Vermeer -- but why exactly has he kept it hidden so long? The reasons unfold in a gripping sequence of stories that trace ownership of the work back to AmsterdA professor invites a colleague from the art department to his home to view a painting he has kept secret for decades in Susan Vreeland's powerful historical novel, . The professor swears it's a Vermeer -- but why exactly has he kept it hidden so long? The reasons unfold in a gripping sequence of stories that trace ownership of the work back to Amsterdam during World War II and still further to the moment of the painting's inception.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364742503l/321577.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Art', 'Historical', 'Short Stories', 'Art', 'Art History', 'Book Club', 'Novels', 'Adult Fiction', 'Adult']"
Art as Experience (Paperback),John Dewey,3.93,5402,1934,"Based on John Dewey's lectures on esthetics, delivered as the first William James Lecturer at Harvard in 1932,  has grown to be considered internationally as the most distinguished work ever written by an American on the formal structure and characteristic effects of all the arts: architecture, sculpture, painting, music, and literature.Based on John Dewey's lectures on esthetics, delivered as the first William James Lecturer at Harvard in 1932,  has grown to be considered internationally as the most distinguished work ever written by an American on the formal structure and characteristic effects of all the arts: architecture, sculpture, painting, music, and literature.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193799l/75291.jpg,"['Art', 'Philosophy', 'Nonfiction', 'Education', 'Design', 'Philosophy', 'Theory', 'Reference', 'Research', 'Art', 'Art Design', 'Architecture', 'Art', 'Art History']"
Picture This: How Pictures Work (Hardcover),Molly Bang,4.15,3780,1991,"Everyone knows that a picture tells a thousand words. But what about the elements that make up a picture? Using the tale of Little Red Riding Hood as an example, Molly Bang uses boldly graphic artwork to explain how images -- and their individual components -- work to tell a story that engages the emotions: Why are diagonals dramatic? Why are curves calming? Why does red fEveryone knows that a picture tells a thousand words. But what about the elements that make up a picture? Using the tale of Little Red Riding Hood as an example, Molly Bang uses boldly graphic artwork to explain how images -- and their individual components -- work to tell a story that engages the emotions: Why are diagonals dramatic? Why are curves calming? Why does red feel hot and blue feel cold?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347443542l/910352.jpg,"['Art', 'Nonfiction', 'Design', 'Childrens', 'Picture Books', 'Art', 'Photography', 'Adult', 'Reference', 'Art', 'Drawing', 'Academic', 'School', 'Psychology']"
The Arrival (Hardcover),Shaun Tan,4.34,49975,2007,"In a heartbreaking parting, a man gives his wife and daughter a last kiss and boards a steamship to cross the ocean. He's embarking on the most painful yet important journey of his life- he's leaving home to build a better future for his family.Shaun Tan evokes universal aspects of an immigrant's experience through a singular work of the imagination. He does so using brillIn a heartbreaking parting, a man gives his wife and daughter a last kiss and boards a steamship to cross the ocean. He's embarking on the most painful yet important journey of his life- he's leaving home to build a better future for his family.Shaun Tan evokes universal aspects of an immigrant's experience through a singular work of the imagination. He does so using brilliantly clear and mesmerizing images. Because the main character can't communicate in words, the book forgoes them too. But while the reader experiences the main character's isolation, he also shares his ultimate joy.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312827620l/920607.jpg,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fantasy', 'Childrens', 'Picture Books', 'Fiction', 'Young Adult', 'Art', 'Childrens', 'Graphic Novels Comics', 'Historical', 'Historical Fiction']"
Good Faeries Bad Faeries (Hardcover),Brian Froud,3.92,55756,1998,"""Once upon a time, I thought faeries lived only in books, old folktales, and the past. That was before they burst upon my life as vibrant, luminous beings, permeating my art and my everyday existence, causing glorious havoc..."" In the long-awaited sequel to the international bestseller ""Faeries"", artist Brian Froud rescues pixies, gnomes, and other faeries from the isolati""Once upon a time, I thought faeries lived only in books, old folktales, and the past. That was before they burst upon my life as vibrant, luminous beings, permeating my art and my everyday existence, causing glorious havoc..."" In the long-awaited sequel to the international bestseller ""Faeries"", artist Brian Froud rescues pixies, gnomes, and other faeries from the isolation of the nursery and the distance of history, bringing them into the present day with vitality and imagination. In this richly imagined new book, Brian reveals the secrets he has learned from the faeries-- what their noses and shoes look like, what mischief and what gentle assistance they can give, what their souls and their dreams are like.As it turns out, faeries aren't all sweetness and light. In addition to such good faeries as Dream Weavers and Faery Godmothers, Brian introduces us to a host of less well behaved creatures-- traditional bad faeries like Morgana le Fay, but also the Soul Shrinker and the Gloominous Doom. The faery kingdom, we find, is as subject to good and evil as the human realm. Brilliantly documenting both the dark and the light, ""Good Faeries/Bad Faeries"" presents a world of enchantment and magic that deeply compels the imagination.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348748756l/120253.jpg,"['Fantasy', 'Art', 'Fiction', 'Paranormal', 'Fairies', 'Fantasy', 'Mythology', 'Folklore', 'Fantasy', 'Fairy Tales', 'Fairies', 'Fae', 'Science Fiction Fantasy', 'Childrens', 'Picture Books']"
The Painted Word (Paperback),Tom Wolfe,3.83,6147,1975,"""America's nerviest journalist"" () trains his satirical eye on Modern Art in this ""masterpiece"" ()Wolfe's style has never been more dazzling, his wit never more keen. He addresses the scope of Modern Art, from its founding days as Abstract Expressionism through its transformations to Pop, Op, Minimal, and Conceptual. This is Tom Wolfe ""at""America's nerviest journalist"" () trains his satirical eye on Modern Art in this ""masterpiece"" (The Washington Post)Wolfe's style has never been more dazzling, his wit never more keen. He addresses the scope of Modern Art, from its founding days as Abstract Expressionism through its transformations to Pop, Op, Minimal, and Conceptual. This is Tom Wolfe ""at his most clever, amusing, and irreverent"" (San Francisco Chronicle).",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350668236l/2671.jpg,"['Art', 'Nonfiction', 'History', 'Writing', 'Essays', 'Criticism', 'Art', 'Art History', 'Cultural', 'Culture', 'Society', 'Writing', 'Journalism', 'Art', 'Art Design']"
Dear Theo (Paperback),Vincent van Gogh,4.14,14652,1914,"Each night, Vincent van Gogh put pen to paper and poured out his heart through letters to his brother Theo. Van Gogh's letters lay bare his deepest feelings, as well as his everyday concerns and his views of the world of art.Each night, Vincent van Gogh put pen to paper and poured out his heart through letters to his brother Theo. Van Gogh's letters lay bare his deepest feelings, as well as his everyday concerns and his views of the world of art.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420843371l/198511.jpg,"['Art', 'Nonfiction', 'Biography', 'History', 'Art', 'Art History', 'Autobiography', 'Memoir', 'Classics', 'Biography Memoir', 'Biography', 'Autobiography', 'Literature']"
Make Good Art (Hardcover),Neil Gaiman,4.29,9051,2013,"In May 2012, bestselling author Neil Gaiman delivered the commencement address at Philadelphia’s University of the Arts, in which he shared his thoughts about creativity, bravery, and strength. He encouraged the fledgling painters, musicians, writers, and dreamers to break rules and think outside the box. Most of all, he encouraged them to make good art.The book Make Good In May 2012, bestselling author Neil Gaiman delivered the commencement address at Philadelphia’s University of the Arts, in which he shared his thoughts about creativity, bravery, and strength. He encouraged the fledgling painters, musicians, writers, and dreamers to break rules and think outside the box. Most of all, he encouraged them to make good art.The book Make Good Art, designed by renowned graphic artist Chip Kidd, contains the full text of Gaiman’s inspiring speech.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514077580l/16240792._SX318_.jpg,"['Nonfiction', 'Art', 'Language', 'Writing', 'Writing', 'Essays', 'Self Help', 'Design', 'Inspirational', 'Adult', 'Philosophy', 'Short Stories']"
"The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer (Kindle Edition)",Anne-Marie  O'Connor,3.97,8126,2012,"The Lady in Gold, considered an unforgettable masterpiece, one of the twentieth century's most recognizable paintings, made headlines all over the world when Ronald Lauder bought it for $135 million a century after Klimt, the most famous Austrian painter of his time, completed the society portrait. Anne-Marie O'Connor, writer for the Washington Post, formerly of the Los AnThe Lady in Gold, considered an unforgettable masterpiece, one of the twentieth century's most recognizable paintings, made headlines all over the world when Ronald Lauder bought it for $135 million a century after Klimt, the most famous Austrian painter of his time, completed the society portrait. Anne-Marie O'Connor, writer for the Washington Post, formerly of the Los Angeles Times, tells the galvanizing story of the Lady in Gold, Adele Bloch-Bauer, a dazzling Viennese Jewish society figure; daughter of the head of one of the largest banks in the Hapsburg Empire, head of the Oriental Railway, whose Orient Express went from Berlin to Constantinople; wife of Ferdinand Bauer, sugar-beet baron. The Bloch-Bauers were art patrons, and Adele herself was considered a rebel of fin de siècle Vienna (she wanted to be educated, a notion considered ""degenerate” in a society that believed women being out in the world went against their feminine ""nature""). The author describes how Adele inspired the portrait and how Klimt made more than a hundred sketches of her-simple pencil drawings on thin manila paper. And O'Connor writes of Klimt himself, son of a failed gold engraver, shunned by arts bureaucrats, called an artistic heretic in his time, a genius in ours. She writes of the Nazis confiscating the portrait of Adele from the Bloch-Bauers' grand palais; of the Austrian government putting the painting on display, stripping Adele's Jewish surname from it so that no clues to her identity (nor any hint of her Jewish origins) would be revealed. Nazi officials called the painting, ""The Lady in Gold"" and proudly exhibited it in Vienna's Baroque Belvedere Palace, consecrated in the 1930s as a Nazi institution. The author writes of the painting, inspired by the Byzantine mosaics Klimt had studied in Italy, with their exotic symbols and swirls, the subject an idol in a golden shrine. We see how, sixty years after it was stolen by the Nazis, the Portrait of Adele Bloch-Bauer became the subject of a decade-long litigation between the Austrian government and the Bloch-Bauer heirs, how and why the U.S. Supreme Court became involved in the case, and how the Court's decision had profound ramifications in the art world. In this book listeners will find riveting social history; an illuminating and haunting look at turn-of-the-century Vienna; a brilliant portrait of the evolution of a painter; a masterfully told tale of suspense. And at the heart of it, The Lady in Gold-the shimmering painting, and its equally irresistible subject, the fate of each forever intertwined.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448042074l/13369549.jpg,"['Nonfiction', 'Art', 'History', 'Art', 'Art History', 'Biography', 'War', 'World War II', 'Historical', 'World War II', 'Holocaust', 'War', 'Biography Memoir']"
Drawing the Head and Hands (Hardcover),Andrew Loomis,4.19,5629,1956,"The illustrator Andrew Loomis (1892-1959) is revered amongst artists - including the great American painter Norman Rockwell and comics superstar Alex Ross - for his mastery of figure drawing and clean, Realist style. His hugely influential series of art instruction books have never been bettered.  is the second in Titan's programme of facsimile edThe illustrator Andrew Loomis (1892-1959) is revered amongst artists - including the great American painter Norman Rockwell and comics superstar Alex Ross - for his mastery of figure drawing and clean, Realist style. His hugely influential series of art instruction books have never been bettered.  is the second in Titan's programme of facsimile editions, returning these classic titles to print for the first time in decades.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1216103150l/1421684.jpg,"['Art', 'Art', 'Drawing', 'Nonfiction', 'Reference', 'Art', 'Art Design', 'Design', 'Classics', 'Literature', '20th Century', 'Art', 'Crafts']"
Ish (Hardcover),Peter H. Reynolds,4.37,10405,2004,"A creative spirit learns that thinking ""ish-ly"" is far more wonderful than ""getting it right"" in this gentle new fable from the creator of the award-winning picture book THE DOT.Ramon loved to draw. Anytime. Anything. Anywhere.Drawing is what Ramon does. It¹s what makes him happy. But in one split second, all that changes. A single reckless remark by Ramon's older brother,A creative spirit learns that thinking ""ish-ly"" is far more wonderful than ""getting it right"" in this gentle new fable from the creator of the award-winning picture book THE DOT.Ramon loved to draw. Anytime. Anything. Anywhere.Drawing is what Ramon does. It¹s what makes him happy. But in one split second, all that changes. A single reckless remark by Ramon's older brother, Leon, turns Ramon's carefree sketches into joyless struggles. Luckily for Ramon, though, his little sister, Marisol, sees the world differently. She opens his eyes to something a lot more valuable than getting things just ""right."" Combining the spareness of fable with the potency of parable, Peter Reynolds shines a bright beam of light on the need to kindle and tend our creative flames with care.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320534668l/765654.jpg,"['Childrens', 'Picture Books', 'Art', 'Childrens', 'Fiction', 'Realistic Fiction', 'Kids', 'Inspirational', 'Psychology', 'Growth Mindset', 'Family', 'Teaching']"
Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie. (Hardcover),Luigi Serafini,4.51,3241,1981,"Questo codice miniato fantastico e misterioso, ""l'enciclopedia di un visionario"" (nella definizione di Italo Calvino), continua da anni ad affascinarci per la sua capacità di rivelazione, che si cela dietro l'enigma di una grafia chiarissima eppure sfuggente. Una nuova edizione, arricchita e aggiornata dall'autore, di un'opera che abita ormai nella memoria profonda di tuttQuesto codice miniato fantastico e misterioso, ""l'enciclopedia di un visionario"" (nella definizione di Italo Calvino), continua da anni ad affascinarci per la sua capacità di rivelazione, che si cela dietro l'enigma di una grafia chiarissima eppure sfuggente. Una nuova edizione, arricchita e aggiornata dall'autore, di un'opera che abita ormai nella memoria profonda di tutti noi.Con allegato l'opuscolo ""Decodex"" che contiene scritti di più autori sull'opera di Luigi Serafini.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1217463043l/512662.jpg,"['Art', 'Fantasy', 'Fiction', 'Science Fiction', 'Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Cultural', 'Italy', 'Reference', 'Design', 'Mystery']"
The Birth of Venus (Paperback),Sarah Dunant,3.80,98442,2003,"Alessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interruptAlessandra Cecchi is not quite fifteen when her father, a prosperous cloth merchant, brings a young painter back from northern Europe to decorate the chapel walls in the family’s Florentine palazzo. A child of the Renaissance, with a precocious mind and a talent for drawing, Alessandra is intoxicated by the painter’s abilities.But their burgeoning relationship is interrupted when Alessandra’s parents arrange her marriage to a wealthy, much older man. Meanwhile, Florence is changing, increasingly subject to the growing suppression imposed by the fundamentalist monk Savonarola, who is seizing religious and political control. Alessandra and her native city are caught between the Medici state, with its love of luxury, learning, and dazzling art, and the hellfire preaching and increasing violence of Savonarola’s reactionary followers. Played out against this turbulent backdrop, Alessandra’s married life is a misery, except for the surprising freedom it allows her to pursue her powerful attraction to the young painter and his art.  is a tour de force, the first historical novel from one of Britain’s most innovative writers of literary suspense. It brings alive the history of Florence at its most dramatic period, telling a compulsively absorbing story of love, art, religion, and power through the passionate voice of Alessandra, a heroine with the same vibrancy of spirit as her beloved city.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423923989l/28078.jpg,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Cultural', 'Italy', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Book Club', 'Literature', '15th Century']"
Provenance: How a Con Man and a Forger Rewrote the History of Modern Art (Hardcover),Laney Salisbury,3.91,6036,2009,"A tautly paced investigation of one the 20th century's most audacious art frauds, which generated hundreds of forgeries-many of them still hanging in prominent museums and private collections today. is the extraordinary narrative of one of the most far-reaching and elaborate deceptions in art history. Investigative reporters Laney Salisbury and Aly Sujo brilliantA tautly paced investigation of one the 20th century's most audacious art frauds, which generated hundreds of forgeries-many of them still hanging in prominent museums and private collections today. is the extraordinary narrative of one of the most far-reaching and elaborate deceptions in art history. Investigative reporters Laney Salisbury and Aly Sujo brilliantly recount the tale of a great con man and unforgettable villain, John Drewe, and his sometimes unwitting accomplices. Chief among those was the struggling artist John Myatt, a vulnerable single father who was manipulated by Drewe into becoming a prolific art forger. Once Myatt had painted the pieces, the real fraud began. Drewe managed to infiltrate the archives of the upper echelons of the British art world in order to fake the provenance of Myatt's forged pieces, hoping to irrevocably legitimize the fakes while effectively rewriting art history. The story stretches from London to Paris to New York, from tony Manhattan art galleries to the esteemed Giacometti and Dubuffet associations, to the archives at the Tate Gallery. This enormous swindle resulted in the introduction of at least two hundred forged paintings, some of them breathtakingly good and most of them selling for hundreds of thousands of dollars. Many of these fakes are still out in the world, considered genuine and hung prominently in private houses, large galleries, and prestigious museums. And the sacred archives, undermined by John Drewe, remain tainted to this day.  reads like a well-plotted thriller, filled with unforgettable characters and told at a breakneck pace. But this is most certainly not fiction; Provenance is the meticulously researched and captivating account of one of the greatest cons in the history of art forgery.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442967895l/6361913._SY475_.jpg,"['Nonfiction', 'Art', 'Crime', 'True Crime', 'History', 'Mystery', 'Crime', 'Art', 'Art History', 'Biography', 'Mystery', 'Historical', 'Audiobook']"
Walk Through Walls: A Memoir (Hardcover),Marina Abramović,4.55,9615,2016,"“I had experienced absolute freedom—I had felt that my body was without boundaries, limitless; that pain didn’t matter, that nothing mattered at all—and it intoxicated me.”In 2010, more than 750,000 people stood in line at Marina Abramović’s MoMA retrospective for the chance to sit across from her and communicate with her nonverbally in an unprecedented durational performa“I had experienced absolute freedom—I had felt that my body was without boundaries, limitless; that pain didn’t matter, that nothing mattered at all—and it intoxicated me.”In 2010, more than 750,000 people stood in line at Marina Abramović’s MoMA retrospective for the chance to sit across from her and communicate with her nonverbally in an unprecedented durational performance that lasted more than 700 hours. This celebration of nearly fifty years of groundbreaking performance art demonstrated once again that Marina Abramović is truly a force of nature.The child of Communist war-hero parents under Tito’s regime in postwar Yugoslavia, she was raised with a relentless work ethic. Even as she was beginning to build an international artistic career, Marina lived at home under her mother’s abusive control, strictly obeying a 10 p.m. curfew. But nothing could quell her insatiable curiosity, her desire to connect with people, or her distinctly Balkan sense of humor—all of which informs her art and her life. The beating heart of Walk Through Walls is an operatic love story—a twelve-year collaboration with fellow performance artist Ulay, much of which was spent penniless in a van traveling across Europe—a relationship that began to unravel and came to a dramatic end atop the Great Wall of China.Marina’s story, by turns moving, epic, and dryly funny, informs an incomparable artistic career that involves pushing her body past the limits of fear, pain, exhaustion, and danger in an uncompromising quest for emotional and spiritual transformation. A remarkable work of performance in its own right,  is a vivid and powerful rendering of the unparalleled life of an extraordinary artist.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470266061l/28814918.jpg,"['Art', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Biography Memoir', 'Biography', 'Autobiography', 'Audiobook', 'Womens', 'Feminism', 'Art', 'Art History']"
"Wabi-Sabi: For Artists, Designers, Poets & Philosophers (Paperback)",Leonard Koren,4.01,5598,1994,"Describes the principles of wabi-sabi, a Japanese aesthetic associated with Japanese tea ceremonies and based on the belief that true beauty comes from imperfection and incompletion, through text and photographs.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213381l/42190.jpg,"['Art', 'Philosophy', 'Nonfiction', 'Design', 'Cultural', 'Japan', 'Architecture', 'Poetry', 'Art', 'Art Design', 'Spirituality', 'Writing', 'Essays']"
"Art in Theory, 1900–2000: An Anthology of Changing Ideas (Paperback)",Charles Harrison,3.97,10096,2002,NaN,NaN,[]
Caravaggio: A Life Sacred and Profane (Hardcover),Andrew Graham-Dixon,4.12,3828,2011,"Michelangelo Merisi da Caravaggio (29 September 1571–18 July 1610) lived probably the darkest and most dangerous life of any of the great painters. The worlds of Milan and Rome through which Caravaggio moved and which Andrew Graham-Dixon describes brilliantly in this book, are those of cardinals and prostitutes, prayer and violence. Graham-Dixon puts the murder of a pimp, Michelangelo Merisi da Caravaggio (29 September 1571–18 July 1610) lived probably the darkest and most dangerous life of any of the great painters. The worlds of Milan and Rome through which Caravaggio moved and which Andrew Graham-Dixon describes brilliantly in this book, are those of cardinals and prostitutes, prayer and violence. Graham-Dixon puts the murder of a pimp, Ranuccio Tomassoni, at the centre of his story. It occurred at the height of Caravaggio’s fame in Rome and probably brought about his flight through Malta and Sicily, which led to his death in suspicious circumstances off the coast of Naples. Graham-Dixon shows how Caravaggio’s paintings emerged from this extraordinarily wild and troubled life: his detailed readings of them explain their originality and Caravaggio’s mentality better than any of his predecessors.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1277754873l/7558367.jpg,"['Art', 'Biography', 'History', 'Nonfiction', 'Art', 'Art History', 'Cultural', 'Italy', 'History', 'European History', 'Biography Memoir', 'Literature', '17th Century', 'Historical']"
"The Gashlycrumb Tinies (The Vinegar Works, #1)",Edward Gorey,4.13,64535,1963,"The Gashlycrumb Tinies: or, After the Outing is an abecedarian book written by Edward Gorey that was first published in 1963. Gorey tells the tale of 26 children (each representing a letter of the alphabet) and their untimely deaths in rhyming dactylic couplets, accompanied by the author's distinctive black and white illustrations. It is one of Edward Gorey's best-known boThe Gashlycrumb Tinies: or, After the Outing is an abecedarian book written by Edward Gorey that was first published in 1963. Gorey tells the tale of 26 children (each representing a letter of the alphabet) and their untimely deaths in rhyming dactylic couplets, accompanied by the author's distinctive black and white illustrations. It is one of Edward Gorey's best-known books, and is the most notorious amongst his roughly half-dozen mock alphabets.[2] It has been described as a ""sarcastic rebellion against a view of childhood that is sunny, idyllic, and instructive"". The morbid humor of the book comes in part from the mundane ways in which children die, such as falling down the stairs or choking on a peach. Far from illustrating the dramatic and fantastical childhood nightmares, these scenarios instead poke fun at the banal paranoias that come as a part of parenting.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327933644l/47558.jpg,"['Humor', 'Fiction', 'Art', 'Horror', 'Childrens', 'Picture Books', 'Sequential Art', 'Graphic Novels', 'Poetry', 'Sequential Art', 'Comics', 'Childrens', 'Classics']"
Radiant Child: The Story of Young Artist Jean-Michel Basquiat (Hardcover),Javaka Steptoe,3.81,6649,2016,NaN,NaN,[]
The Principles of Uncertainty (Hardcover),Maira Kalman,4.05,9304,2007,"Maira Kalman paints her highly personal worldview in this inimitable combination of image and textAn irresistible invitation to experience life through a beloved artist's psyche,  is a compilation of Maira Kalman's  columns. Part personal narrative, part documentary, part travelogue, part chapbook, and all Kalman, these brilliant,Maira Kalman paints her highly personal worldview in this inimitable combination of image and textAn irresistible invitation to experience life through a beloved artist's psyche,  is a compilation of Maira Kalman's New York Times columns. Part personal narrative, part documentary, part travelogue, part chapbook, and all Kalman, these brilliant, whimsical paintings, ideas, and images - which initially appear random - ultimately form an intricately interconnected worldview, an idiosyncratic inner monologue.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442894337l/627055._SY475_.jpg,"['Art', 'Nonfiction', 'Sequential Art', 'Graphic Novels', 'Autobiography', 'Memoir', 'Philosophy', 'Sequential Art', 'Comics', 'Biography', 'Writing', 'Essays', 'Design', 'Graphic Novels Comics']"
Art Forms in Nature (Paperback),Ernst Haeckel,4.11,7419,1974,"The geometric shapes and natural forms, captured with exceptional precision in Ernst Haeckel's prints, still influence artists and designers to this day. This volume highlights the research and findings of this natural scientist. Powerful modern microscopes have confirmed the accuracy of Haeckel's prints, which even in their day, became world famous. Haeckel's portfolio, fThe geometric shapes and natural forms, captured with exceptional precision in Ernst Haeckel's prints, still influence artists and designers to this day. This volume highlights the research and findings of this natural scientist. Powerful modern microscopes have confirmed the accuracy of Haeckel's prints, which even in their day, became world famous. Haeckel's portfolio, first published between 1899 and 1904 in separate installments, is described in the opening essays. The plates illustrate Haeckel's fundamental monistic notion of the -unity of all living things- and the wide variety of forms are executed with utmost delicacy. Incipient microscopic organisms are juxtaposed with highly developed plants and animals. The pages, ordered according to geometric and -constructive- aspects, document the oness of the world in its most diversified forms. This collection of plates was not only well-received by scientists, but by artists and architects as well. Rene Binet, a pioneer of glass and iron constructions, Emile Galle, a renowned Art Nouveau designer, and the photographer Karl Blossfeld all make explicit reference to Haeckel in their work.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440713567l/958215._SX318_.jpg,"['Art', 'Science', 'Nonfiction', 'Environment', 'Nature', 'Science', 'Biology', 'Design', 'Art', 'Art Design', 'Environment', 'Reference', 'Animals']"
Dali (Capa dura),Robert Descharnes,4.19,20413,1994,"This publication presents in 2 volumes in a box the entire painted oeuvre of Salvadore Dali (1904-1989). After many years of research, Robert Descharnes and Gilles Neret finally located all the paintings of this highly prolific artist. These two volumes represent a one time offer at 29.99 as a celebration of the 100th anniversary of Dali's birth. The set will have a stickeThis publication presents in 2 volumes in a box the entire painted oeuvre of Salvadore Dali (1904-1989). After many years of research, Robert Descharnes and Gilles Neret finally located all the paintings of this highly prolific artist. These two volumes represent a one time offer at 29.99 as a celebration of the 100th anniversary of Dali's birth. The set will have a sticker indicating the 100th anniversary,",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391633679l/342637.jpg,"['Art', 'Nonfiction', 'Biography', 'History', 'Reference', 'Art', 'Art History', 'Art and Photography', 'Design', 'Autobiography', 'Memoir']"
