Title,Author,Average rating,Number of Ratings,Year,Book description,Book image,Genre
Hokkaido Highway Blues: Hitchhiking Japan (Paperback),Will Ferguson,4.00,4929,1998,"It had never been done before. Not in 4000 years of Japanese recorded history had anyone followed the Cherry Blossom Front from one end of the country to the other. Nor had anyone hitchhiked the length of Japan. But, heady on sakura and sake, Will Ferguson bet he could do both. The resulting travelogue is one of the funniest and most illuminating books ever written about JIt had never been done before. Not in 4000 years of Japanese recorded history had anyone followed the Cherry Blossom Front from one end of the country to the other. Nor had anyone hitchhiked the length of Japan. But, heady on sakura and sake, Will Ferguson bet he could do both. The resulting travelogue is one of the funniest and most illuminating books ever written about Japan. And, as Ferguson learns, it illustrates that to travel is better than to arrive.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523283622l/37438._SY475_.jpg,"['Travel', 'Cultural', 'Japan', 'Nonfiction', 'Autobiography', 'Memoir', 'Cultural', 'Asia', 'Humor', 'Cultural', 'Canada', 'Biography', 'Asian Literature', 'Japanese Literature', 'Adventure']"
Down and Out in Paris and London (Paperback),George Orwell,4.05,73749,1933,"This unusual fictional memoir - in good part autobiographical - narrates without self-pity and often with humor the adventures of a penniless British writer among the down-and-outs of two great cities. The Parisian episode is fascinating for its expose of the kitchens of posh French restaurants, where the narrator works at the bottom of the culinary echelon as dishwasher, This unusual fictional memoir - in good part autobiographical - narrates without self-pity and often with humor the adventures of a penniless British writer among the down-and-outs of two great cities. The Parisian episode is fascinating for its expose of the kitchens of posh French restaurants, where the narrator works at the bottom of the culinary echelon as dishwasher, or plongeur. In London, while waiting for a job, he experiences the world of tramps, street people, and free lodging houses. In the tales of both cities we learn some sobering Orwellian truths about poverty and of society.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347697665l/393199.jpg,"['Nonfiction', 'Classics', 'Autobiography', 'Memoir', 'Biography', 'Travel', 'History', 'Literature', 'Cultural', 'France', 'European Literature', 'British Literature', 'Politics']"
Deep South: Four Seasons on Back Roads (Hardcover),Paul Theroux,3.76,4488,2015,"One of the most acclaimed travel writers of our time turns his unflinching eye on an American South too often overlooked Paul Theroux has spent fifty years crossing the globe, adventuring in the exotic, seeking the rich history and folklore of the far away. Now, for the first time, in his tenth travel book, Theroux explores a piece of America — the Deep South. He finds theOne of the most acclaimed travel writers of our time turns his unflinching eye on an American South too often overlooked Paul Theroux has spent fifty years crossing the globe, adventuring in the exotic, seeking the rich history and folklore of the far away. Now, for the first time, in his tenth travel book, Theroux explores a piece of America — the Deep South. He finds there a paradoxical place, full of incomparable music, unparalleled cuisine, and yet also some of the nation’s worst schools, housing, and unemployment rates. It’s these parts of the South, so often ignored, that have caught Theroux’s keen traveler’s eye.  On road trips spanning four seasons, wending along rural highways, Theroux visits gun shows and small-town churches, laborers in Arkansas, and parts of Mississippi where they still call the farm up the road “the plantation.” He talks to mayors and social workers, writers and reverends, the working poor and farming families — the unsung heroes of the south, the people who, despite it all, never left, and also those who returned home to rebuild a place they could never live without.  From the writer whose “great mission has always been to transport us beyond that reading chair, to challenge himself — and thus, to challenge us” (), is an ode to a region, vivid and haunting, full of life and loss alike.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428630703l/23719344.jpg,"['Travel', 'Nonfiction', 'Autobiography', 'Memoir', 'History', 'American', 'Southern', 'The United States Of America', 'North American Hi...', 'American History', 'Sociology', 'Literature', 'American', 'Travel', 'Travelogue']"
"Whatever You Do, Don't Run: True Tales of a Botswana Safari Guide (Paperback)",Peter Allison,3.99,9315,2007,"A hilarious, highly original collection of essays based on the Botswana truism: “”In the tradition of Bill Bryson, a new writer brings us the lively adventures and biting wit of an African safari guide. Peter Allison gives us the guide’s-eye view of living in the bush, confronting the world’s fiercest terrain of wild animals and, most challenging of all, manA hilarious, highly original collection of essays based on the Botswana truism: “”In the tradition of Bill Bryson, a new writer brings us the lively adventures and biting wit of an African safari guide. Peter Allison gives us the guide’s-eye view of living in the bush, confronting the world’s fiercest terrain of wild animals and, most challenging of all, managing herds of gaping tourists. Passionate for the animals of the Kalahari, Allison works as a top safari guide in the wildlife-rich Okavango Delta. As he serves the whims of his wealthy clients, he often has to stop the impulse to run as far away from them as he can, as these tourists are sometimes more dangerous than a pride of lions. No one could make up these outrageous-but-true tales: the young woman who rejected the recommended safari-friendly khaki to wear a more “fashionable” hot pink ensemble; the lost tourist who happened to be drunk, half-naked, and a member of the British royal family; establishing a real friendship with the continent’s most vicious animal; the Japanese tourist who requested a repeat performance of Allison’s being charged by a lion so he could videotape it; and spending a crazy night in the wild after blowing a tire on a tour bus, revealing that Allison has as much good-natured scorn for himself. The author’s humor is exceeded only by his love and respect for the animals, and his goal is to limit any negative exposure to humans by planning trips that are minimally invasive—unfortunately it doesn’t always work out that way! Peter Allison is originally from Sydney, Australia. His safaris have been featured in National Geographic, Conde Nast Traveler, and on television programs such as Jack Hanna's Animal Adventures. He travels frequently to speaking appearances, and splits most of his time between Botswana, Sydney, and San Francisco.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328814881l/891224.jpg,"['Nonfiction', 'Travel', 'Cultural', 'Africa', 'Autobiography', 'Memoir', 'Animals', 'Humor', 'Adventure', 'Biography', 'Environment', 'Nature', 'Southern Africa', 'Botswana']"
The Lost City of the Monkey God (Kindle Edition),Douglas Preston,3.90,47324,2017,"NAMED A  NOTABLE BOOK OF 2017#1 New York Times and #1 Wall Street Journal bestseller! A Best Book of 2017 from the One of the 12 Best Books of the Year fromIncluded in Lithub's Ultimate Best Books of 2017 ListA Favorite Science Book of 2017 from Science NewsA five-hundred-year-old legend. An ancient curse. ANAMED A NEW YORK TIMES NOTABLE BOOK OF 2017#1 New York Times and #1 Wall Street Journal bestseller! A Best Book of 2017 from the Boston GlobeOne of the 12 Best Books of the Year from National GeographicIncluded in Lithub's Ultimate Best Books of 2017 ListA Favorite Science Book of 2017 from Science NewsA five-hundred-year-old legend. An ancient curse. A stunning medical mystery. And a pioneering journey into the unknown heart of the world's densest jungle.Since the days of conquistador Hernán Cortés, rumors have circulated about a lost city of immense wealth hidden somewhere in the Honduran interior, called the White City or the Lost City of the Monkey God. Indigenous tribes speak of ancestors who fled there to escape the Spanish invaders, and they warn that anyone who enters this sacred city will fall ill and die. In 1940, swashbuckling journalist Theodore Morde returned from the rainforest with hundreds of artifacts and an electrifying story of having found the Lost City of the Monkey God-but then committed suicide without revealing its location.Three quarters of a century later, bestselling author Doug Preston joined a team of scientists on a groundbreaking new quest. In 2012 he climbed aboard a rickety, single-engine plane carrying the machine that would change everything: lidar, a highly advanced, classified technology that could map the terrain under the densest rainforest canopy. In an unexplored valley ringed by steep mountains, that flight revealed the unmistakable image of a sprawling metropolis, tantalizing evidence of not just an undiscovered city but an enigmatic, lost civilization.Venturing into this raw, treacherous, but breathtakingly beautiful wilderness to confirm the discovery, Preston and the team battled torrential rains, quickmud, disease-carrying insects, jaguars, and deadly snakes. But it wasn't until they returned that tragedy struck: Preston and others found they had contracted in the ruins a horrifying, sometimes lethal-and incurable-disease.Suspenseful and shocking, filled with colorful history, hair-raising adventure, and dramatic twists of fortune, THE LOST CITY OF THE MONKEY GOD is the absolutely true, eyewitness account of one of the great discoveries of the twenty-first century.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532010422l/40873920._SY475_.jpg,"['Nonfiction', 'History', 'Adventure', 'Travel', 'Science', 'Audiobook', 'History', 'Archaeology', 'Anthropology', 'Historical', 'Autobiography', 'Memoir']"
Last Chance to See (Paperback),Douglas Adams,4.26,23851,1990,"Join author Douglas Adams and zoologist Mark Carwardine as they take off around the world in search of exotic, endangered creatures.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867839l/8696.jpg,"['Nonfiction', 'Science', 'Travel', 'Environment', 'Nature', 'Humor', 'Animals', 'Environment', 'Science', 'Biology', 'Writing', 'Essays', 'Conservation']"
The Pillars of Hercules (Paperback),Paul Theroux,3.94,4532,1995,"At the gateway to the Mediterranean lie the two Pillars of Hercules: Gibraltar and Ceuta, in Morocco. Paul Theroux decided to travel from one to the other – but taking the long way round. His grand tour of the Mediterranean begins in Gibraltar and takes him through Spain, the French Riviera, Italy, Greece, Istanbul and beyond. He travels by any means necessary - including At the gateway to the Mediterranean lie the two Pillars of Hercules: Gibraltar and Ceuta, in Morocco. Paul Theroux decided to travel from one to the other – but taking the long way round. His grand tour of the Mediterranean begins in Gibraltar and takes him through Spain, the French Riviera, Italy, Greece, Istanbul and beyond. He travels by any means necessary - including dilapidated taxi, smoke-filled bus, bicycle and even a cruise-liner. And he encounters bullfights, bazaars and British tourists, discovers pockets of humanity in war-torn Slovenia and Croatia, is astounded by the urban developments on the Costa del Sol and marvels at the ancient wonders of Delphi. Told with Theroux's inimitable wit and style, this lively and eventful tour evokes the essence of Mediterranean life.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426120l/130512.jpg,"['Travel', 'Nonfiction', 'Cultural', 'Africa', 'Cultural', 'Greece', 'Cultural', 'Italy', 'Biography', 'Adventure', 'Autobiography', 'Memoir', 'History', 'Travel', 'Travelogue']"
Travels with Herodotus (Hardcover),Ryszard Kapuściński,4.06,6791,2004,"From the master of literary reportage whose acclaimed books include  and , an intimate account of his first youthful forays beyond the Iron Curtain.Just out of university in 1955, Kapuscinski told his editor that he’d like to go abroad. Dreaming no farther than Czechoslovakia, the young reporter found himself sent to India. WFrom the master of literary reportage whose acclaimed books include  and The Shadow of the Sun, an intimate account of his first youthful forays beyond the Iron Curtain.Just out of university in 1955, Kapuscinski told his editor that he’d like to go abroad. Dreaming no farther than Czechoslovakia, the young reporter found himself sent to India. Wide-eyed and captivated, he would discover in those days his life’s work—to understand and describe the world in its remotest reaches, in all its multiplicity. From the rituals of sunrise at Persepolis to the incongruity of Louis Armstrong performing before a stone-faced crowd in Khartoum, Kapuscinski gives us the non-Western world as he first saw it, through still-virginal Western eyes.The companion on his travels: a volume of Herodotus, a gift from his first boss. Whether in China, Poland, Iran, or the Congo, it was the “father of history”—and, as Kapuscinski would realize, of globalism—who helped the young correspondent to make sense of events, to find the story where it did not obviously exist. It is this great forerunner’s spirit—both supremely worldly and innately Occidental—that would continue to whet Kapuscinski’s ravenous appetite for discovering the broader world and that has made him our own indispensable companion on any leg of that perpetual journey.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320474166l/59664.jpg,"['Travel', 'Nonfiction', 'History', 'Autobiography', 'Memoir', 'European Literature', 'Polish Literature', 'Writing', 'Journalism', 'Cultural', 'Africa', 'Cultural', 'Poland', 'Biography', 'Cultural', 'Asia']"
The Travels (Paperback),Marco Polo,3.58,5743,1298,"Marco Polo (1254-1329) has achieved an almost archetypal status as a traveller, and his Travels is one of the first great travel books of Western literature, outside the ancient world. The Travels recounts Polo's journey to the eastern court of Kublai Khan, the chieftain of the Mongol empire which covered the Asian continent, but which was almost unknown to Polo's contempoMarco Polo (1254-1329) has achieved an almost archetypal status as a traveller, and his Travels is one of the first great travel books of Western literature, outside the ancient world. The Travels recounts Polo's journey to the eastern court of Kublai Khan, the chieftain of the Mongol empire which covered the Asian continent, but which was almost unknown to Polo's contemporaries. Encompassing a twenty-four year period from 1271, Polo's account details his travels in the service of the empire, from Beijing to northern India and ends with the remarkable story of Polo's return voyage from the Chinese port of Amoy to the Persian Gulf. Alternately factual and fantastic, Polo's prose at once reveals the medieval imagination's limits, and captures the wonder of subsequent travel writers when faced with the unfamiliar, the exotic or the unknown.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442800299l/574929._SY475_.jpg,"['History', 'Travel', 'Classics', 'Nonfiction', 'Biography', 'Adventure', 'Historical', 'Medieval', 'Cultural', 'China', 'Cultural', 'Italy', 'European Literature', 'Italian Literature']"
The Caliph's House: A Year in Casablanca (Paperback),Tahir Shah,3.97,6554,2006,"In the tradition of  and , acclaimed English travel writer Tahir Shah shares a highly entertaining account of making an exotic dream come true. By turns hilarious and harrowing, here is the story of his family’s move from the gray skies of London to the sun-drenched city of Casablanca, where Islamic tradition and African folklore conveIn the tradition of  and Under the Tuscan Sun, acclaimed English travel writer Tahir Shah shares a highly entertaining account of making an exotic dream come true. By turns hilarious and harrowing, here is the story of his family’s move from the gray skies of London to the sun-drenched city of Casablanca, where Islamic tradition and African folklore converge–and nothing is as easy as it seems….Inspired by the Moroccan vacations of his childhood, Tahir Shah dreamed of making a home in that astonishing country. At age thirty-six he got his chance. Investing what money he and his wife, Rachana, had, Tahir packed up his growing family and bought Dar Khalifa, a crumbling ruin of a mansion by the sea in Casablanca that once belonged to the city’s caliph, or spiritual leader.With its lush grounds, cool, secluded courtyards, and relaxed pace, life at Dar Khalifa seems sure to fulfill Tahir’s fantasy–until he discovers that in many ways he is farther from home than he imagined. For in Morocco an empty house is thought to attract jinns, invisible spirits unique to the Islamic world. The ardent belief in their presence greatly hampers sleep and renovation plans, but that is just the beginning. From elaborate exorcism rituals involving sacrificial goats to dealing with gangster neighbors intent on stealing their property, the Shahs must cope with a new culture and all that comes with it. Endlessly enthralling, The Caliph’s House charts a year in the life of one family who takes a tremendous gamble. As we follow Tahir on his travels throughout the kingdom, from Tangier to Marrakech to the Sahara, we discover a world of fierce contrasts that any true adventurer would be thrilled to call home.From the Hardcover edition.See for an interview: http://www.guardian.co.uk/travel/vide...",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320485351l/131011.jpg,"['Travel', 'Nonfiction', 'Northern Africa', 'Morocco', 'Autobiography', 'Memoir', 'Cultural', 'Africa', 'Biography', 'Adventure', 'Biography Memoir', 'Cultural', 'History']"
Black Lamb and Grey Falcon (Paperback),Rebecca West,4.22,2121,1941,"Written on the brink of World War II, Rebecca West's classic examination of the history, people, and politics of Yugoslavia illuminates a region that is still a focus of international concern. A magnificent blend of travel journal, cultural commentary, and historical insight,  probes the troubled history of the Balkans, and the uneasy relationshipWritten on the brink of World War II, Rebecca West's classic examination of the history, people, and politics of Yugoslavia illuminates a region that is still a focus of international concern. A magnificent blend of travel journal, cultural commentary, and historical insight,  probes the troubled history of the Balkans, and the uneasy relationships amongst its ethnic groups. The landscape and the people of Yugoslavia are brilliantly observed as West untangles the tensions that rule the country's history as well as its daily life.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190495l/12880.jpg,"['History', 'Travel', 'Nonfiction', 'Classics', 'Politics', 'Autobiography', 'Memoir', 'History', 'European History', 'Biography', 'Historical', 'Literature', '20th Century']"
Rick Steves' Europe Through the Back Door (Paperback),Rick Steves,4.26,5260,1982,"You can count on Rick Steves to tell you what you really need to know when traveling through Europe, including how to:- Plan your itinerary and maximize your time- Pack light-and right- Find good-value hotels and restaurants- Travel smoothly by train, bus, car, and plane- Avoid crowds and tourist scams- Hurdle the language barrier- Understand cultural differences and conneYou can count on Rick Steves to tell you what you really need to know when traveling through Europe, including how to:- Plan your itinerary and maximize your time- Pack light-and right- Find good-value hotels and restaurants- Travel smoothly by train, bus, car, and plane- Avoid crowds and tourist scams- Hurdle the language barrier- Understand cultural differences and connect with locals- Save money while enjoying the trip of a lifetimeAfter 30 years of exploring Europe, Rick considers this travel skills handbook his life's work. He shares his favorite off-the-beaten-path towns, trails, and natural wonders. With this guidebook, you'll experience the culture like a local, spend less money, and have more fun.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512785665l/21266._SY475_.jpg,"['Travel', 'Nonfiction', 'Reference', 'History', 'Self Help', 'Adult', 'Cultural', 'Germany', 'How To', 'Adventure']"
A Walk Across America (Paperback),Peter Jenkins,4.04,11243,1979,"Twenty-five years ago, a disillusioned young man set out on a walk across America. This is the book he wrote about that journey -- a classic account of the reawakening of his faith in himself and his country.""I started out searching for myself and my country,"" Peter Jenkins writes, ""and found both."" In this timeless classic, Jenkins describes how disillusionment with socieTwenty-five years ago, a disillusioned young man set out on a walk across America. This is the book he wrote about that journey -- a classic account of the reawakening of his faith in himself and his country.""I started out searching for myself and my country,"" Peter Jenkins writes, ""and found both."" In this timeless classic, Jenkins describes how disillusionment with society in the 1970s drove him out onto the road on a walk across America. His experiences remain as sharp and telling today as they were twenty-five years ago -- from the timeless secrets of life, learned from a mountain-dwelling hermit, to the stir he caused by staying with a black family in North Carolina, to his hours of intense labor in Southern mills. Many, many miles later, he learned lessons about his country and himself that resonate to this day -- and will inspire a new generation to get out, hit the road and explore.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442192805l/122781._SY475_.jpg,"['Travel', 'Nonfiction', 'Autobiography', 'Memoir', 'Adventure', 'Biography', 'Nature', 'Outdoors', 'Environment', 'Nature', 'Biography', 'Autobiography', 'Biography Memoir', 'Travel', 'Walking']"
Endurance: Shackleton's Incredible Voyage (Hardcover),Alfred Lansing,4.36,99381,1959,"The harrowing tale of British explorer Ernest Shackleton's 1914 attempt to reach the South Pole, one of the greatest adventure stories of the modern age.In August 1914, polar explorer Ernest Shackleton boarded the  became locked in an island of ice. Thus began the legendary ordeal of Shackleton and his crew of twenty-seven men. When their ship was finally crushed The harrowing tale of British explorer Ernest Shackleton's 1914 attempt to reach the South Pole, one of the greatest adventure stories of the modern age.In August 1914, polar explorer Ernest Shackleton boarded the  became locked in an island of ice. Thus began the legendary ordeal of Shackleton and his crew of twenty-seven men. When their ship was finally crushed between two ice floes, they attempted a near-impossible journey over 850 miles of the South Atlantic's heaviest seas to the closest outpost of civilization.In , the definitive account of Ernest Shackleton's fateful trip, Alfred Lansing brilliantly narrates the harrowing and miraculous voyage that has defined heroism for the modern age.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391329559l/139069.jpg,"['Nonfiction', 'History', 'Adventure', 'Biography', 'Travel', 'Audiobook', 'Adventure', 'Survival', 'Historical', 'Leadership', 'Environment', 'Nature']"
Lands of Lost Borders: Out of Bounds on the Silk Road (Paperback),Kate  Harris,3.91,3914,2018,"NATIONAL BESTSELLERWINNER OF THE RBC TAYLOR PRIZE WINNER OF THE EDNA STAEBLER AWARD FOR CREATIVE NON-FICTION ""Every day on a bike trip is like the one before--but it is also completely different, or perhaps  are different, woken up in new ways by the mile.""As a teenager, Kate Harris realized that the career she most craved--that of a generalist explorer, equal parts swaNATIONAL BESTSELLERWINNER OF THE RBC TAYLOR PRIZE WINNER OF THE EDNA STAEBLER AWARD FOR CREATIVE NON-FICTION ""Every day on a bike trip is like the one before--but it is also completely different, or perhaps  are different, woken up in new ways by the mile.""As a teenager, Kate Harris realized that the career she most craved--that of a generalist explorer, equal parts swashbuckler and philosopher--had gone extinct. From her small-town home in Ontario, it seemed as if Marco Polo, Magellan and their like had long ago mapped the whole earth. So she vowed to become a scientist and go to Mars. To pass the time before she could launch into outer space, Kate set off by bicycle down a short section of the fabled Silk Road with her childhood friend Mel Yule, then settled down to study at Oxford and MIT. Eventually the truth dawned on her: an explorer, in any day and age, is by definition the kind of person who refuses to live between the lines. And Harris had soared most fully out of bounds right here on Earth, travelling a bygone trading route on her bicycle. So she quit the laboratory and hit the Silk Road again with Mel, this time determined to bike it from the beginning to end. Like Rebecca Solnit and Pico Iyer before her, Kate Harris offers a travel narrative at once exuberant and meditative, wry and rapturous. Weaving adventure and deep reflection with the history of science and exploration, Lands of Lost Borders explores the nature of limits and the wildness of a world that, like the self and like the stars, can never be fully mapped.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553539919l/41155177.jpg,"['Travel', 'Nonfiction', 'Autobiography', 'Memoir', 'Adventure', 'Biography', 'Cultural', 'Asia', 'History', 'Science', 'Audiobook', 'Cultural', 'Canada']"
In Xanadu: A Quest (Paperback),William Dalrymple,4.00,3604,1989,"While waiting for the results of his college exams, William Dalrymple decides to fill in his summer break with a trip. But the vacation he plans is no light-hearted student jaunt - he decides to retrace the epic journey of Marco Polo from Jerusalem to Xanadu, the ruined palace of Kubla Khan, north of Peking. For the first half of the trip he is accompanied by Laura, whom hWhile waiting for the results of his college exams, William Dalrymple decides to fill in his summer break with a trip. But the vacation he plans is no light-hearted student jaunt - he decides to retrace the epic journey of Marco Polo from Jerusalem to Xanadu, the ruined palace of Kubla Khan, north of Peking. For the first half of the trip he is accompanied by Laura, whom he met at a dinner party two weeks before he left; for the second half he is accompanied by Louisa, his very recently ex-girlfriend. Intelligent and funny, ""In Xanadu"" is travel writing at its best.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171869042l/124431.jpg,"['Travel', 'Nonfiction', 'History', 'Cultural', 'China', 'Cultural', 'Asia', 'Adventure', 'Travel', 'Travelogue', 'Cultural', 'India', 'Autobiography', 'Memoir', 'Historical']"
Around the World in 80 Days: Companion to the PBS Series (Paperback),Michael Palin,4.02,6584,1990,British actor and comedian Michael Palin -- best known to American audiences for his work in Monty Python and the film A Fish Called Wanda -- follows in the footsteps of Jules Verne's fictional adventurer Phileas Fogg and circles the globe in 80 days.British actor and comedian Michael Palin -- best known to American audiences for his work in Monty Python and the film A Fish Called Wanda -- follows in the footsteps of Jules Verne's fictional adventurer Phileas Fogg and circles the globe in 80 days.,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389668702l/221304.jpg,"['Travel', 'Nonfiction', 'Audiobook', 'Adventure', 'Humor', 'Autobiography', 'Memoir', 'Biography', 'Travel', 'Travelogue', 'Classics', 'Media Tie In', 'Tv']"
Himalaya (Hardcover),Michael Palin,3.97,3706,2004,"Michael Palin's travel books have repeatedly topped the bestseller lists. In this book he is back at his adventurous best tie-ing in with a major BBC TV series. The book/series will travel through many countries little known to the West, providing opportunities for Palinesque adventures to please the large and loyal audience who followedand Michael Palin's travel books have repeatedly topped the bestseller lists. In this book he is back at his adventurous best tie-ing in with a major BBC TV series. The book/series will travel through many countries little known to the West, providing opportunities for Palinesque adventures to please the large and loyal audience who followedand Full Circle.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391930788l/40858.jpg,"['Travel', 'Nonfiction', 'Cultural', 'Asia', 'Adventure', 'Cultural', 'India', 'Travel', 'Travelogue', 'Audiobook', 'Reference', 'Science', 'Geography', 'Biography']"
Ways of Seeing (Paperback),John Berger,3.89,290473,1972,NaN,NaN,[]
The Story of Art (Hardcover),E.H. Gombrich,3.94,342798,1950,"This text is the 16th revised and updated edition of this introduction to art, from the earliest cave paintings to experimental art. Eight new artists from the modern period have been introduced. They are: Corot, Kollwitz, Nolde, de Chirico, Brancussi, Magritte, Nicolson and Morandi. A sequence of new endings have been added, and the captions are now fuller, including the This text is the 16th revised and updated edition of this introduction to art, from the earliest cave paintings to experimental art. Eight new artists from the modern period have been introduced. They are: Corot, Kollwitz, Nolde, de Chirico, Brancussi, Magritte, Nicolson and Morandi. A sequence of new endings have been added, and the captions are now fuller, including the medium and dimension of the works illustrated. Six fold-outs present selected large-scale works. They are: Van Eyck's Ghent Altarpiece, Leonardo's Last Supper, Botticelli's Birth of Venus, Jackson Pollock's One (Number 31, 1950), Van der Weyden's Descent from the Cross and Michelangelo's Sistine Chapel ceiling.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389274650l/222078.jpg,"['Art', 'Nonfiction', 'History', 'Art', 'Art History', 'Reference', 'Design', 'Classics', 'Architecture', 'Art', 'Art Design', 'Cultural']"
The New Drawing on the Right Side of the Brain (Paperback),Betty Edwards,3.87,314863,1979,"When Drawing on the Right Side of the Brain was first published in 1979, it hit the New York Times bestseller list within two weeks and stayed there for more than a year. In 1989, when Dr. Betty Edwards revised the book, it went straight to the Times list again. Now Dr. Edwards celebrates the twentieth anniversary of her classic book with a second revised edition.Over the When Drawing on the Right Side of the Brain was first published in 1979, it hit the New York Times bestseller list within two weeks and stayed there for more than a year. In 1989, when Dr. Betty Edwards revised the book, it went straight to the Times list again. Now Dr. Edwards celebrates the twentieth anniversary of her classic book with a second revised edition.Over the last decade, Dr. Edwards has refined her material through teaching hundreds of workshops and seminars. Truly The New Drawing on the Right Side of the Brain, this edition includes:the very latest developments in brain researchnew material on using drawing techniques in the corporate world and in educationinstruction on self-expression through drawingan updated section on using colordetailed information on using the five basic skills of drawing for problem solving",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133732l/627206.jpg,"['Art', 'Nonfiction', 'Art', 'Drawing', 'Reference', 'Psychology', 'Self Help', 'Design', 'Education', 'How To', 'Art', 'Art Design']"
Steal Like an Artist: 10 Things Nobody Told You About Being Creative (Paperback),Austin Kleon,3.94,228547,2012,"You don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch wYou don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404576602l/13099738.jpg,"['Nonfiction', 'Art', 'Self Help', 'Language', 'Writing', 'Design', 'Business', 'Self Help', 'Personal Development', 'Psychology', 'Art', 'Art Design', 'Productivity']"
Wall and Piece (Paperback),Banksy,3.85,211501,2005,"Banksy, Britain's now-legendary ""guerilla"" street artist, has painted the walls, streets, and bridges of towns and cities throughout the world. Not only did he smuggle his pieces into four of New York City's major art museums, he's also ""hung"" his work at London's Tate Gallery and adorned Israel's West Bank barrier with satirical images. Banksy's identity remains unknown, Banksy, Britain's now-legendary ""guerilla"" street artist, has painted the walls, streets, and bridges of towns and cities throughout the world. Not only did he smuggle his pieces into four of New York City's major art museums, he's also ""hung"" his work at London's Tate Gallery and adorned Israel's West Bank barrier with satirical images. Banksy's identity remains unknown, but his work is unmistakable with prints selling for as much as $45,000.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327904853l/114683.jpg,"['Art', 'Nonfiction', 'Politics', 'Art', 'Street Art', 'Art', 'Art Design', 'Art', 'Photography', 'Design', 'Art', 'Graffiti', 'Reference', 'Art', 'Art History']"
The Artist's Way: A Spiritual Path to Higher Creativity (Paperback),Julia Cameron,3.91,102212,1992," is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. In a new introduction to the book, Jul is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. In a new introduction to the book, Julia Cameron reflects upon the impact of  and describes the work she has done during the last decade and the new insights into the creative process that she has gained. Updated and expanded, this anniversary edition reframes The Artist’s Way for a new century.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440952332l/615570._SX318_.jpg,"['Nonfiction', 'Language', 'Writing', 'Art', 'Self Help', 'Spirituality', 'Self Help', 'Personal Development', 'Psychology', 'Philosophy', 'Reference', 'Inspirational']"
